146114	feces
103521	faeces
99113	missing
99030	soil
71713	not applicable
70813	water
29767	stool
28175	bodily fluid
27411	cell line
24099	NA
20494	saliva
19183	Soil
14928	not collected
14827	organic material
14624	sebum
14479	sediment
13399	ENVO:00002003
12715	marine photic zone
9936	fecal material [ENVO:00002003]
9779	plant
9494	air
9376	ENVO:feces
9328	specimen from organism
7770	fecal sample
7671	Feces
7514	fresh water
7413	dust
7077	sterile water
6847	mucus
6766	bulk soil
6634	fecal
6394	Stool
6292	Leaf
6172	Water
6138	biofilm
5783	seawater
5624	anthropogenic environmental material
5518	sea water
5221	Sediment
5206	fecal material
4966	root
4672	individual
4584	Faeces
4121	marine sediment
3966	mud
3944	leaf
3917	swab
3714	organic material feature
3662	skin
3508	tissue
3375	intestine environment
3347	human-oral
3337	rhizosphere
3225	DNA
3162	oronasal secretion
3060	Nasal Wash
2992	root matter
2951	hospital
2912	N/A
2867	Rhizosphere
2860	human-skin
2850	Saliva
2821	Rumen fluid
2637	feces ENVO:00002003
2635	gut
2377	sputum
2321	tracheal aspirate
2222	human-vaginal
2178	skin swab
2178	vaginal wall swab
2159	Not applicable
2134	blood
2105	forest soil
2071	organism-associated habitat
2056	marine sediment (ENVO:00002113)
2010	plant roots
2000	wood
1989	2225
1958	faecal matter
1953	groundwater
1832	sludge
1821	urine
1795	saline water
1788	Airway aspirate
1779	activated sludge
1757	Skin
1718	plant matter
1685	feces(ENVO:00002003)
1657	root tip
1656	surface layer
1627	digesta
1622	human-associated habitat
1556	Seawater
1553	Amies transport medium
1549	Root
1541	sand
1508	bovine milk
1490	cecal content
1462	vaginal discharge
1447	not provided
1445	oronasal secretion(ENVO:02000035)
1444	agricultural soil
1395	stool sample
1374	Ss
1364	Biofilm
1345	cassette
1334	a
1324	soil [ENVO:00001998]
1319	Human saliva
1282	host tissue
1277	human-gut
1276	ocean water
1248	mucosa
1238	vaginal swab
1210	chyme
1206	rectal swab
1202	egg
1200	Rumen Digesta
1166	Fecal
1143	Air
1139	feces (ENVO:00002003)
1139	plant above surface, excluding fruit and seed
1131	microbial mat
1113	mucus [UBERON:0000912]
1100	agricultural soil [ENVO:00002259]
1072	fecal contents
1071	feces [ENVO:00002003]
1065	biological product [ENVO:02000043]
1056	sputum-bal
1052	intestinal contents
1048	plant leaf
1045	Not Applicable
1037	milk
1035	Tumor
1033	organic material, bodily fluid
1015	boreal forest soils
1012	Anaerobic digester sludge [ENVO:00003965]
1002	Tongue coating
1000	Agar
975	Gut
970	marine water
965	ENVO:00002151
957	Faecal
943	anaerobic sludge
938	microbial mat material
935	particulate matter, including plankton (ENVO:xxxxxxxx)
928	beach sand
922	nasal
912	not_applicable
912	Digesta
898	unknown
878	biopsy
872	leaf litter
861	Mid-vaginal swab samples
860	Sputum
860	biological product
850	1000060
849	Human gut
837	human gut microbiome
834	Bulk soil
833	ENVO:00001998
829	Organic material (fecal)
828	ENVO_2100003
819	Activated Sludge [ENVO:00002046]
808	algae
800	estuarine water
800	ENVO:01000156
799	feces metagenome
794	-
788	biofilm material
788	intestinal tract
787	peat
786	metal
785	wastewater
767	lake sediment
759	human skin oral gut
754	Human Stool
750	carpet
742	ceiling
737	drywall
731	Dental plaque
724	Human_fecal sample
724	organism
721	peat soil
720	rhizosphere soil
719	cell culture
715	Fermented grains
714	faecal
714	Pinch biopsy
704	intesitinal biome
702	sewage
699	human gut
696	Peat
695	Biological Medium
687	Saline
686	grassland soil
685	Activated sludge
681	river water
679	airway
675	sea water [ENVO:00002149]
675	digestive tract
674	Endosphere
666	ENVO_02000059
665	water [ENVO:00002006]
662	planktonic material
660	human
652	Leaf tissue
652	surface water
640	not provided; submitted under MIGS 2.1
640	root tissue and rhizosphere soil
636	empty control
636	cheese product
632	BTO:0004789
629	intestinal content
627	nasal swab
626	freshwater
625	ENVO:00002228
621	rhizosphere [ENVO:00005801]
617	gut bacteria
616	ENVO:00002044
611	Induced Sputum
608	organic material ENVO:01000155
605	stool samples
605	Cervical cytobrush samples
605	oral
604	season [ENVO:03000096]
591	manure slurry
583	Rectal luminal content
583	plant leaves
577	ENVO:soil
572	ENVO:01001029
567	vaginal
567	colon
566	plant material
564	ENVO:02000036
557	human feces
556	cecal contents
551	aerosol
545	ectomycorrhizal root tips
532	surface swabs
532	root matter [ENVO:requested]
531	human faeces
530	dental plaque
529	deep marine sediment [ENVO:00002113]
526	tongue
524	ethanol
521	plaque
519	coral tissue
516	ENVO:00005740
512	not applicable'
510	Rhizoplane
507	stream water
507	Brain-Heart-Infusion broth
505	Soil extracted nematodes
504	lung
502	medical instrument
502	UBERON_0001988
499	human fecal sample
499	culture medium
494	Aimes transport medium
