513052
19529	not applicable
19250	urban biome
5693	coral reef
5237	gut
4347	missing
4172	marine biome
3090	lower digestive tract
3088	host-associated
2718	dense settlement biome
2639	mouse
2623	chicken intestine
2543	marine benthic biome
2505	mouse gut
2439	anthropogenic terrestrial biome
2435	not collected
2341	temperate biome
2304	farm
2249	NA
2127	intestine environment (ENVO:2100002)
2119	freshwater biome
2077	Mouse gut
2054	forest
1999	large river biome
1647	Gut
1634	Bos taurus taurus rumen microbiome
1506	host-associated habitat
1490	ENVO:01000219
1476	fecal material
1461	terrestrial biome ENVO:00000446
1432	gut microbiome
1416	anatomical entity environment
1383	research facility
1316	shrubland biome
1296	temperate forest biome
1285	mammalia-associated habitat
1221	Gut microbiome
1172	ocean biome
1140	ENVO:animal-associated habitat
1122	ENVO:00009002
1102	feces
1091	grassland biome
1066	savana
1065	Human-associated habitat
1051	animal-associated environment
1030	animal cage ENVO:01000922
1030	estuarine biome
1012	Rumen microbiome
959	terrestrial biome
952	Laboratory
931	N/A
917	subpolar coniferous forest biome
899	feces metagenome
886	intestine environment
841	animal distal gut
830	rangeland biome
824	chicken gut
803	mouse gut microbiome
763	Forest
757	tropical grassland biome
746	terresterial biome
727	stream biome
725	laboratory
724	fish gut biome
720	animal-associated environment [ENVO:01001002]
644	[ENVO:01000049]
633	Feces
612	terrestrial
608	mediterranean shrubland biome
604	coral reef [ENVO:00000150]
598	tropical moist broadleaf forest biome
597	skin environment
594	woodland biome
594	village biome
586	intertidal zone
584	anatomical structure
578	deep-sea coral community
570	mediterranean forests, woodlands, and shrub biome
569	woodland
554	marine
545	tropical rainforest
533	coastel marine
529	nasal
519	Coral Reef
517	ENVO:tropical broadleaf forest biome
512	skin epidermis
511	Pig
509	savanna
508	poricne gut
496	fecal pellet
477	host associated
474	environment associated with an animal part or small animal [ENVO:01001055]
460	Gastrointestinal tract
454	bee gut
448	genitourinary system
447	moraine
432	Mice gut
422	fecal
411	Colon
406	freshwater
403	environment associated with an animal part or small animal ENVO_01001055
403	fecal environment
389	sea water
385	skin
383	Mediterranean Sea Biome (ENVO - 01000047)
382	mice
382	ocean
379	cropland biome
374	Small lake biome
359	fish gut
356	leaf, forest, Fungi, Endophytes
352	Not applicable
349	ENVO:00000447
345	volar forearm
342	Coral_reef
333	rat
326	estuarine biome [ENVO:01000020]
322	not available
319	tropical broadleaf forest biome
310	ENVO:01001002
309	urban
304	Southern Alberta
303	Human GI tract
297	Mus Musculus-Gut-bacteria
294	coral reef biome
293	mammalia associated habitat
284	digestive tract environment
283	forest biome
272	swine intestinal tract
270	marine benthic biomeestuarine biome [ENVO:01000024]
269	Urban
268	microbiome
268	Research facility
265	desert
262	Digestive track environment
259	cheese
253	mammalia-associated habitat [ENVO:00009002]
252	social housed canine colony
243	organism-associated habitat
241	Coral reef
241	Deciduous woodland
239	Chicken farm
238	mucosa
238	mus musculus
237	murine
231	Greenhouse Soil
230	cage
228	mouse gut metagenome
228	mouse lung
228	anatomical_entity
227	murine microbiome
221	Terrestrial biome
211	dairy farm[ENVO:00003862]
210	Marine environment
207	university campus [ENVO:00000467]
203	subdivision of digestive tract UBERON_0004921
198	Lung
198	chicken
195	temperate
192	Ocean
189	fish farm
188	Deserts and xeric shrubland biome
187	Rice Paddy
186	MOUSE
186	marine subtidal zone
185	host-associated biome
184	uterus
183	deciduous/coniferous forest
180	Washington National Primate Research Center
178	ENVO:urban biome
177	coastal marine
175	pig
175	Mcmaster
175	Farm
175	research faciliy
173	oral cavity
172	Intestine
169	fresh water
167	Stool biome
167	mouth
163	rabbit
162	large intestine
161	Mediterranean coast
160	1001176
159	Coastal water
159	Insect Gut Microbiota
154	gut biome
153	indoor kitchen
152	Grassland
151	sheep
150	Dairy Cow
149	West texas ranch horses
148	Horse Manure
148	intestinal microbiota
148	bumblebee breeding facility
147	mice gut
146	urban_biome
145	pig feces
144	stool biome
142	insect host
141	ENVO_01001055
140	feacl
139	intestine environment [ENVO:2100002]
139	anthropogenic terrestrial biome [ENVO:01000219]
137	lung biome
136	mouse fecal pellet
135	unknown
135	gut_microbiome
135	Mouse
132	cecal microbiome
129	coastal biome
128	terrestrial biome [ENVO:00000446]
128	city
128	Animal-associated
126	ENVO:01000254
125	Rumen
125	fecal of beef cattle
124	intestine
124	intestine enviorment
124	temperate mixed forest biome
122	temperate decidious forest
122	animals
120	fecal content
120	pond
119	mixed forest biome
117	Aurelia aurita polyp biome (subpopulation Roscoff)
117	Commercial broiler farm
117	marine biome [ENVO_00000447]
116	Daphnia magna gut microbiome
116	Ileum
113	waste material
113	pig gut
112	Fort Wetherill State Park
112	digestive tract environment [ENVO:01001033]
111	mixed boreal/deciduous
111	Animal
111	rumen
109	anatomical entity environment(ENVO:2100000)
109	Freshwater
108	animal facilities
108	gut of red-crowned crane
107	lake
106	dog gut
106	marine water
106	City
104	fish-associated habitat
103	mouse fecal
102	Gut(FMA:45615)
102	Marine
102	marine coral reef biome
101	human gut
101	deciduous woodland
101	insect-associated habitat
101	cecum
100	murine abscess
100	ENVO:01001029
100	mouse skin
98	Dorsal skin
98	Gastrointestinal tract bacterium
98	Ruminant
97	Horse
97	cropland biome [ENVO:01000245]
97	organic material
96	organ
96	Laboratory Mouse
96	leaf-cutting ant colony
96	Temperate
95	Temperate Grassland
95	mouse microbiome
95	vole stool
94	apiary [ENVO:01000576]
94	Pig feces
94	cow feces
94	digestive tract
93	ENVO:2100002
93	Northern
92	production animal
92	marine photic zone
91	fir forest [ENVO:01001243]|tropical mountain [ENVO:01001456]
91	Aquaculture land based (freshwater)
91	kennel
91	arid costal zone
91	horse manure
90	breeding facility
90	Fecal
89	Homo sapiens gut
89	Coral reef (ENVO - 00000150)
88	marine benthic biome(ENVO:01000024)
88	bovine rumen
88	Dairy farm
88	Alimentary Tract
88	faecal material
87	orchard
86	Human gut
85	n/a
85	reproductive system mucosa
85	area of cropland
85	mouse microbiota
85	seawater
85	Terrestrial biome ENVO:00000446
84	Kafue National Park
84	Cow
83	Dog gut
83	biome [ENVO:01000020] host-associated environment[ENVO:01001000]
83	biome
81	conjunctival fornices microbiome
81	canine oral
80	pig gut metagenome
80	old field
80	gut[BTO:0000545]
80	Bovine Feces
80	murine gut microbiome
79	climate-controlled environment in a research barn
79	insect microbiome
79	aquatic biome
79	Dry Tropical Forest
78	boreal forest biome
78	Meat
77	Midgut
77	Laboratory Animal Care
77	mouse body
77	tropical upper montane forest
