CUI-less	N/A	PATO:0000004	mobility	mobility	biolink:OntologyClass
CUI-less	N/A	PATO:0000488	unresponsive	unresponsive to	biolink:OntologyClass
CUI-less	N/A	PATO:0000488	unresponsive to	unresponsive to	biolink:OntologyClass
CUI-less	N/A	PATO:0001336	obsolete unknown sex	obsolete unknown sex	biolink:OntologyClass
CUI-less	N/A	PATO:0000487	responsive	responsive to	biolink:OntologyClass
CUI-less	N/A	PATO:0000487	responsive to	responsive to	biolink:OntologyClass
CUI-less	N/A	PATO:0000003	obsolete assay	obsolete assay	biolink:OntologyClass
CUI-less	N/A	PATO:0001337	yeast mating type	yeast mating type	biolink:OntologyClass
CUI-less	N/A	PATO:0001334	diameter	diameter	biolink:OntologyClass
CUI-less	N/A	PATO:0000006	obsolete process	obsolete process	biolink:OntologyClass
CUI-less	N/A	PATO:0000005	obsolete absolute activity	obsolete absolute activity	biolink:OntologyClass
CUI-less	N/A	PATO:0001335	bacterial mating type	bacterial mating type	biolink:OntologyClass
CUI-less	N/A	PATO:0000489	obsolete vigorous response	obsolete vigorous response	biolink:OntologyClass
CUI-less	N/A	PATO:0000008	velocity	speed	biolink:OntologyClass
CUI-less	N/A	PATO:0000008	speed	speed	biolink:OntologyClass
CUI-less	N/A	PATO:0000007	obsolete relative activity	obsolete relative activity	biolink:OntologyClass
CUI-less	N/A	PATO:0001338	mixed sex	mixed sex	biolink:OntologyClass
CUI-less	N/A	PATO:0001339	biomaterial purity	biomaterial purity	biolink:OntologyClass
CUI-less	N/A	PATO:0000009	obsolete absolute speed	obsolete absolute speed	biolink:OntologyClass
CUI-less	N/A	PATO:0000480	obsolete positive regulation	obsolete positive regulation	biolink:OntologyClass
CUI-less	N/A	PATO:0000482	obsolete response value	obsolete response value	biolink:OntologyClass
CUI-less	N/A	PATO:0000481	obsolete negative regulation	obsolete negative regulation	biolink:OntologyClass
CUI-less	N/A	PATO:0000000	obsolete pato	obsolete pato	biolink:OntologyClass
CUI-less	N/A	PATO:0001332	amorphous	amorphous	biolink:OntologyClass
CUI-less	N/A	PATO:0000484	obsolete tactile hyporesponsive	obsolete tactile hyporesponsive	biolink:OntologyClass
CUI-less	N/A	PATO:0001333	temporally extended	temporally extended	biolink:OntologyClass
CUI-less	N/A	PATO:0000483	obsolete tactile hyperresponsive	obsolete tactile hyperresponsive	biolink:OntologyClass
CUI-less	N/A	PATO:0000486	obsolete moderate response	obsolete moderate response	biolink:OntologyClass
CUI-less	N/A	PATO:0001330	flavourless	flavourless	biolink:OntologyClass
CUI-less	N/A	PATO:0000002	obsolete value	obsolete value	biolink:OntologyClass
CUI-less	N/A	PATO:0000001	quality	quality	biolink:OntologyClass
CUI-less	N/A	PATO:0000485	obsolete mild response	obsolete mild response	biolink:OntologyClass
CUI-less	N/A	PATO:0001331	odorous	odorous	biolink:OntologyClass
CUI-less	N/A	PATO:0000499	fast time	decreased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000499	decreased time	decreased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000499	low period	decreased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000499	decreased period	decreased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000499	shortened period	decreased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000499	decreased duration	decreased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000015	color hue	color hue	biolink:OntologyClass
CUI-less	N/A	RO:0002286	developmentally succeeded by	developmentally succeeded by	biolink:OntologyClass
CUI-less	N/A	PATO:0001347	F mating type	F mating type	biolink:OntologyClass
CUI-less	N/A	PATO:0000498	slow time	increased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000498	high time	increased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000498	chronic	increased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000498	prolonged period	increased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000498	increased time	increased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000498	increased period	increased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000498	increased duration	increased duration	biolink:OntologyClass
CUI-less	N/A	PATO:0000014	colour	color	biolink:OntologyClass
CUI-less	N/A	PATO:0000014	relative color	color	biolink:OntologyClass
CUI-less	N/A	PATO:0000014	color	color	biolink:OntologyClass
CUI-less	N/A	PATO:0001348	F-	F minus mating type	biolink:OntologyClass
CUI-less	N/A	PATO:0001348	F minus mating type	F minus mating type	biolink:OntologyClass
CUI-less	N/A	PATO:0000017	color saturation	color saturation	biolink:OntologyClass
CUI-less	N/A	PATO:0001345	M	h minus	biolink:OntologyClass
CUI-less	N/A	PATO:0001345	h -	h minus	biolink:OntologyClass
CUI-less	N/A	PATO:0001345	h minus	h minus	biolink:OntologyClass
CUI-less	N/A	PATO:0001346	P	h plus	biolink:OntologyClass
CUI-less	N/A	PATO:0001346	h+	h plus	biolink:OntologyClass
CUI-less	N/A	PATO:0001346	h plus	h plus	biolink:OntologyClass
CUI-less	N/A	PATO:0000016	color value	color brightness	biolink:OntologyClass
CUI-less	N/A	PATO:0000016	color lightness	color brightness	biolink:OntologyClass
CUI-less	N/A	PATO:0000016	color intensity	color brightness	biolink:OntologyClass
CUI-less	N/A	PATO:0000016	color brightness	color brightness	biolink:OntologyClass
CUI-less	N/A	PATO:0000019	color pattern	color pattern	biolink:OntologyClass
CUI-less	N/A	PATO:0000018	fluorescence	fluorescence	biolink:OntologyClass
CUI-less	N/A	PATO:0001349	Hfr	high frequency recombinant	biolink:OntologyClass
CUI-less	N/A	PATO:0001349	high frequency recombinant	high frequency recombinant	biolink:OntologyClass
CUI-less	N/A	PATO:0000491	obsolete sensitivity value	obsolete sensitivity value	biolink:OntologyClass
CUI-less	N/A	PATO:0001340	intersex	hermaphrodite	biolink:OntologyClass
CUI-less	N/A	PATO:0001340	hermaphrodite	hermaphrodite	biolink:OntologyClass
CUI-less	N/A	PATO:0000490	obsolete rhythym value	obsolete rhythym value	biolink:OntologyClass
CUI-less	N/A	PATO:0000493	obsolete amplitude value	obsolete amplitude value	biolink:OntologyClass
CUI-less	N/A	PATO:0000492	obsolete absolute rhythym value	obsolete absolute rhythym value	biolink:OntologyClass
CUI-less	N/A	PATO:0001343	Schizosaccharomyces pombe mating type	Schizosaccharomyces pombe mating type	biolink:OntologyClass
CUI-less	N/A	PATO:0000495	obsolete persistence value	obsolete persistence value	biolink:OntologyClass
CUI-less	N/A	PATO:0000011	age	age	biolink:OntologyClass
CUI-less	N/A	PATO:0000494	obsolete period value	obsolete period value	biolink:OntologyClass
CUI-less	N/A	PATO:0001344	alpha	alpha mating type (yeast)	biolink:OntologyClass
CUI-less	N/A	PATO:0001344	alpha mating type (yeast)	alpha mating type (yeast)	biolink:OntologyClass
CUI-less	N/A	PATO:0000010	obsolete relative speed	obsolete relative speed	biolink:OntologyClass
CUI-less	N/A	PATO:0001341	a	a mating type (yeast)	biolink:OntologyClass
CUI-less	N/A	PATO:0001341	a mating type (yeast)	a mating type (yeast)	biolink:OntologyClass
CUI-less	N/A	PATO:0000497	obsolete relative rhythym value	obsolete relative rhythym value	biolink:OntologyClass
CUI-less	N/A	PATO:0000013	obsolete relative age	obsolete relative age	biolink:OntologyClass
